Date : 2026-03-08 16:08:31
Directory : c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main
Total : 344 files,  48453 codes, 3205 comments, 6454 blanks, all 58112 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\About\components\shared\index.js                                           | JavaScript     |          2 |          3 |          2 |          7 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\About\constants\index.js                                                   | JavaScript     |        173 |         11 |         10 |        194 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\About\index.js                                                             | JavaScript     |          1 |          3 |          2 |          6 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Admin\Courses\Courses.css                                                  | PostCSS        |        422 |          8 |         65 |        495 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Admin\Courses\Courses.jsx                                                  | JavaScript JSX |      1,050 |          8 |         31 |      1,089 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Admin\Dashboard\Dashboard.css                                              | PostCSS        |        107 |          0 |         14 |        121 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Admin\Dashboard\Dashboard.jsx                                              | JavaScript JSX |         82 |          4 |          9 |         95 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Admin\Reports\Reports.css                                                  | PostCSS        |        204 |          5 |         26 |        235 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Admin\Reports\Reports.jsx                                                  | JavaScript JSX |        134 |          0 |         12 |        146 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Admin\Subscriptions\Subscriptions.css                                      | PostCSS        |        193 |          2 |         25 |        220 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Admin\Subscriptions\Subscriptions.jsx                                      | JavaScript JSX |        194 |         22 |         14 |        230 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Admin\Users\Users.css                                                      | PostCSS        |        227 |          0 |         34 |        261 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Admin\Users\Users.jsx                                                      | JavaScript JSX |        259 |         35 |         24 |        318 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CertificateVerify\CertificateVerify.jsx                                    | JavaScript JSX |        133 |          5 |         11 |        149 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CertificateVerify\CertificateVerify.module.css                             | PostCSS        |        170 |          6 |         30 |        206 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CertificateVerify\index.js                                                 | JavaScript     |          1 |          0 |          1 |          2 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Certificates\Certificates.jsx                                              | JavaScript JSX |        142 |          0 |         13 |        155 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Certificates\Certificates.module.css                                       | PostCSS        |        321 |          1 |         58 |        380 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\ChangePssword\ChangePassword.css                                           | PostCSS        |         64 |          1 |          9 |         74 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\ChangePssword\ChangePassword.jsx                                           | JavaScript JSX |         74 |          0 |          9 |         83 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Contact\Contact.jsx                                                        | JavaScript JSX |        235 |          0 |         20 |        255 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Contact\Contact.module.css                                                 | PostCSS        |        139 |          1 |         28 |        168 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\CourseData.jsx                                                  | JavaScript JSX |         53 |          0 |          2 |         55 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\CourseInfo.css                                                  | PostCSS        |        485 |          6 |         97 |        588 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\CourseInfo.jsx                                                  | JavaScript JSX |        168 |         37 |         26 |        231 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\CourseInfo.module.css                                           | PostCSS        |         19 |          8 |          6 |         33 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CheckList.jsx                                        | JavaScript JSX |         31 |          8 |          7 |         46 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CheckList.module.css                                 | PostCSS        |         95 |          6 |         16 |        117 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseCurriculum.jsx                                 | JavaScript JSX |        168 |         21 |         17 |        206 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseCurriculum.module.css                          | PostCSS        |        225 |         22 |         50 |        297 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseDescription.jsx                                | JavaScript JSX |         17 |          9 |          7 |         33 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseDescription.module.css                         | PostCSS        |         31 |          5 |          6 |         42 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseHeader.jsx                                     | JavaScript JSX |         79 |         14 |         11 |        104 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseHeader.module.css                              | PostCSS        |        176 |          5 |         33 |        214 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseHero.jsx                                       | JavaScript JSX |        158 |         24 |         19 |        201 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseHero.module.css                                | PostCSS        |        263 |         32 |         50 |        345 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseOverview.jsx                                   | JavaScript JSX |        145 |         25 |         24 |        194 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseOverview.module.css                            | PostCSS        |        167 |         19 |         36 |        222 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseSection.jsx                                    | JavaScript JSX |         47 |         11 |          6 |         64 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseSection.module.css                             | PostCSS        |        140 |         14 |         28 |        182 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseStats.jsx                                      | JavaScript JSX |         34 |          7 |          6 |         47 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\CourseStats.module.css                               | PostCSS        |         51 |          6 |          7 |         64 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\ErrorState.jsx                                       | JavaScript JSX |         25 |          7 |          6 |         38 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\ErrorState.module.css                                | PostCSS        |         47 |          0 |          7 |         54 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\FAQAccordion.jsx                                     | JavaScript JSX |        106 |         18 |         14 |        138 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\FAQAccordion.module.css                              | PostCSS        |        138 |         22 |         36 |        196 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\InstructorSpotlight.jsx                              | JavaScript JSX |        155 |         26 |         19 |        200 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\InstructorSpotlight.module.css                       | PostCSS        |        253 |         25 |         49 |        327 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\LoadingState.jsx                                     | JavaScript JSX |         16 |          6 |          6 |         28 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\LoadingState.module.css                              | PostCSS        |         27 |          0 |          4 |         31 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\ReviewsSection.jsx                                   | JavaScript JSX |        159 |         23 |         18 |        200 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\ReviewsSection.module.css                            | PostCSS        |        199 |         25 |         47 |        271 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\StarRating.jsx                                       | JavaScript JSX |         95 |         23 |         13 |        131 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\StarRating.module.css                                | PostCSS        |         19 |          0 |          4 |         23 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\StatCard.jsx                                         | JavaScript JSX |         28 |         10 |          6 |         44 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\StatCard.module.css                                  | PostCSS        |         73 |          1 |         13 |         87 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\StickyEnrollBar.jsx                                  | JavaScript JSX |         88 |         13 |         12 |        113 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\StickyEnrollBar.module.css                           | PostCSS        |         96 |         13 |         19 |        128 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\components\index.js                                             | JavaScript     |         16 |          7 |          4 |         27 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\constants\index.js                                              | JavaScript     |         59 |          9 |          6 |         74 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\hooks\index.js                                                  | JavaScript     |          2 |          4 |          2 |          8 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\hooks\useCourseData.js                                          | JavaScript     |         48 |         16 |         14 |         78 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\hooks\useSubscriptionStatus.js                                  | JavaScript     |         54 |         13 |         14 |         81 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\index.js                                                        | JavaScript     |          7 |         10 |          7 |         24 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\styles\courseInfo.variables.css                                 | PostCSS        |        181 |         45 |         34 |        260 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\CourseInfo\utils\courseDataMapper.js                                       | JavaScript     |        173 |         51 |         31 |        255 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\Courses.jsx                                                        | JavaScript JSX |        139 |         27 |         21 |        187 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\Courses.module.css                                                 | PostCSS        |         26 |          5 |          5 |         36 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseBadge.jsx                                         | JavaScript JSX |         30 |          8 |          9 |         47 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseBadge.module.css                                  | PostCSS        |         39 |          0 |          7 |         46 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseCard.jsx                                          | JavaScript JSX |        175 |         24 |         20 |        219 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseCard.module.css                                   | PostCSS        |        182 |         11 |         31 |        224 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseCardSkeleton.jsx                                  | JavaScript JSX |         34 |          5 |          6 |         45 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseCardSkeleton.module.css                           | PostCSS        |        120 |          3 |         19 |        142 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseGrid.jsx                                          | JavaScript JSX |         55 |         10 |          8 |         73 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseGrid.module.css                                   | PostCSS        |         29 |          3 |          5 |         37 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseMetaBadge.jsx                                     | JavaScript JSX |         36 |          9 |          9 |         54 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseMetaBadge.module.css                              | PostCSS        |         50 |          3 |         11 |         64 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CoursePrice.jsx                                         | JavaScript JSX |         38 |          9 |          7 |         54 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CoursePrice.module.css                                  | PostCSS        |         24 |          0 |          4 |         28 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseRating.jsx                                        | JavaScript JSX |         55 |         10 |          9 |         74 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseRating.module.css                                 | PostCSS        |         26 |          0 |          7 |         33 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseSection.jsx                                       | JavaScript JSX |         73 |         16 |          9 |         98 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\CourseSection.module.css                                | PostCSS        |         42 |          1 |          7 |         50 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\InstructorInfo.jsx                                      | JavaScript JSX |         38 |          9 |          9 |         56 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\InstructorInfo.module.css                               | PostCSS        |         25 |          0 |          5 |         30 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\Pagination.jsx                                          | JavaScript JSX |         66 |         14 |          9 |         89 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\Pagination.module.css                                   | PostCSS        |         71 |          1 |         15 |         87 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\SearchHero.jsx                                          | JavaScript JSX |         71 |         12 |          9 |         92 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\SearchHero.module.css                                   | PostCSS        |        157 |          2 |         23 |        182 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\SearchResults.jsx                                       | JavaScript JSX |         79 |         13 |          8 |        100 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\SearchResults.module.css                                | PostCSS        |         97 |          2 |         16 |        115 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\components\index.js                                                | JavaScript     |         12 |          3 |          2 |         17 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\constants\index.js                                                 | JavaScript     |         42 |         11 |          8 |         61 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\hooks\index.js                                                     | JavaScript     |          3 |          3 |          2 |          8 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\hooks\useCourseSearch.js                                           | JavaScript     |         95 |         16 |         20 |        131 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\hooks\useCourses.js                                                | JavaScript     |         58 |         14 |         10 |         82 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\hooks\usePagination.js                                             | JavaScript     |         34 |         12 |         10 |         56 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Courses\index.js                                                           | JavaScript     |          4 |          7 |          5 |         16 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\GoogleCallback\GoogleCallback.css                                          | PostCSS        |         26 |          0 |          3 |         29 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\GoogleCallback\GoogleCallback.jsx                                          | JavaScript JSX |         53 |          0 |          9 |         62 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\Home.css                                                              | PostCSS        |          0 |         37 |          1 |         38 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\Home.jsx                                                              | JavaScript JSX |         40 |          9 |          8 |         57 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\Home.module.css                                                       | PostCSS        |         20 |          5 |          6 |         31 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\README.md                                                             | Markdown       |        236 |          0 |         85 |        321 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\Contact\Contact.jsx                                        | JavaScript JSX |        101 |          6 |         12 |        119 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\Contact\Contact.module.css                                 | PostCSS        |         38 |          0 |          8 |         46 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\Features\Features.jsx                                      | JavaScript JSX |         53 |          6 |          7 |         66 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\Features\Features.module.css                               | PostCSS        |        287 |          7 |         47 |        341 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\Hero\Hero.jsx                                              | JavaScript JSX |         61 |          9 |          7 |         77 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\Hero\Hero.module.css                                       | PostCSS        |        441 |          8 |         65 |        514 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\ImpactSection\ImpactSection.jsx                            | JavaScript JSX |         49 |          7 |          7 |         63 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\ImpactSection\ImpactSection.module.css                     | PostCSS        |        153 |          7 |         26 |        186 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\Impact\Impact.css                                          | PostCSS        |         65 |          0 |         15 |         80 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\Impact\Impact.jsx                                          | JavaScript JSX |         43 |          0 |          6 |         49 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\ServicesSection\ServicesSection.jsx                        | JavaScript JSX |         63 |          7 |          7 |         77 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\ServicesSection\ServicesSection.module.css                 | PostCSS        |        152 |          6 |         28 |        186 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\Services\Services.css                                      | PostCSS        |        136 |          2 |         15 |        153 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\Services\Services.jsx                                      | JavaScript JSX |         54 |          0 |          9 |         63 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\index.js                                                   | JavaScript     |          5 |          3 |          2 |         10 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\shared\ServiceCard.jsx                                     | JavaScript JSX |         43 |          4 |          7 |         54 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\shared\ServiceCard.module.css                              | PostCSS        |        145 |          6 |         22 |        173 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\shared\StatCard.jsx                                        | JavaScript JSX |         94 |          5 |         17 |        116 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\shared\StatCard.module.css                                 | PostCSS        |        152 |          5 |         23 |        180 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\components\shared\index.js                                            | JavaScript     |          2 |          3 |          2 |          7 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\constants\index.js                                                    | JavaScript     |        175 |         12 |         14 |        201 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\Home\index.js                                                              | JavaScript     |          2 |          3 |          2 |          7 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\LessonPage.jsx                                                  | JavaScript JSX |        282 |         57 |         35 |        374 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\LessonPage.module.css                                           | PostCSS        |        204 |         23 |         34 |        261 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\AccessDenied.jsx                                     | JavaScript JSX |         79 |          8 |         12 |         99 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\AccessDenied.module.css                              | PostCSS        |        192 |          5 |         29 |        226 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\AutoPlayOverlay.jsx                                  | JavaScript JSX |        158 |         11 |         19 |        188 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\AutoPlayOverlay.module.css                           | PostCSS        |        198 |          9 |         30 |        237 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\CompletionCelebration.jsx                            | JavaScript JSX |         74 |          6 |         10 |         90 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\CompletionCelebration.module.css                     | PostCSS        |        190 |          6 |         30 |        226 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\CompletionNotification.jsx                           | JavaScript JSX |         48 |          5 |          9 |         62 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\CompletionNotification.module.css                    | PostCSS        |        253 |          6 |         39 |        298 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\CourseSidebar.jsx                                    | JavaScript JSX |         63 |          7 |          7 |         77 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\CourseSidebar.module.css                             | PostCSS        |        173 |          5 |         37 |        215 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\EmptyLessonState.jsx                                 | JavaScript JSX |         66 |          8 |          8 |         82 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\EmptyLessonState.module.css                          | PostCSS        |        349 |         17 |         66 |        432 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\KeyboardShortcuts.jsx                                | JavaScript JSX |         93 |          5 |         11 |        109 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\KeyboardShortcuts.module.css                         | PostCSS        |        172 |          5 |         28 |        205 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\LessonContentWrapper.jsx                             | JavaScript JSX |         26 |         13 |          5 |         44 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\LessonContentWrapper.module.css                      | PostCSS        |        118 |         37 |         26 |        181 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\LessonDescription.jsx                                | JavaScript JSX |        259 |          6 |         12 |        277 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\LessonDescription.module.css                         | PostCSS        |        213 |         11 |         41 |        265 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\LessonHeader.jsx                                     | JavaScript JSX |         32 |          4 |          5 |         41 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\LessonHeader.module.css                              | PostCSS        |        124 |          2 |         25 |        151 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\LessonItem.jsx                                       | JavaScript JSX |         70 |          4 |          8 |         82 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\LessonItem.module.css                                | PostCSS        |        245 |          8 |         49 |        302 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\LessonNotes.jsx                                      | JavaScript JSX |        205 |         14 |         17 |        236 |
| c:\Users\dell\Documents\ScholarX\ScholarX-React-main\ScholarX-React-main\src\pages\LessonPage\components\LessonNotes.module.css                               | PostCSS        |        178 |          8 |         32 |        218 |
